Index	UID	Province/State	County	Combined_Key
3247	84090051	Virginia	Unassigned	Unassigned, Virginia, US
3248	84090053	Washington	Unassigned	Unassigned, Washington, US
3249	84090054	West Virginia	Unassigned	Unassigned, West Virginia, US
3250	84090055	Wisconsin	Unassigned	Unassigned, Wisconsin, US
3251	84090056	Wyoming	Unassigned	Unassigned, Wyoming, US
3252	84099999	Grand Princess		Grand Princess, US
3253	84070004	Michigan	Michigan Department of Corrections (MDOC)	Michigan Department of Corrections (MDOC), Michigan, US
3254	84070005	Michigan	Federal Correctional Institution (FCI)	Federal Correctional Institution (FCI), Michigan, US
3255	84070015	Utah	Bear River	Bear River, Utah, US
3256	84070016	Utah	Central Utah	Central Utah, Utah, US
3257	84070017	Utah	Southeast Utah	Southeast Utah, Utah, US
3258	84070018	Utah	Southwest Utah	Southwest Utah, Utah, US
3259	84070019	Utah	TriCounty	TriCounty, Utah, US
3260	84070020	Utah	Weber-Morgan	Weber-Morgan, Utah, US
3261	NA	Utah	Southwest	Southwest, Utah, US
